amplitude,mcmc_samples
-0.03983004,0
-0.039810120000000004,0
-0.0397902,0
-0.039770280000000005,0
-0.03975036,0
-0.039730440000000006,0
-0.03971052,0
-0.039690600000000006,0
-0.03967068,0
-0.03965076000000001,0
-0.03963084,0
-0.039610919999999994,0
-0.039591,0
-0.039571079999999995,0
-0.03955116,0
-0.039531239999999995,0
-0.03951132,0
-0.039491399999999996,0
-0.03947148,0
-0.03945156,0
-0.039431640000000004,0
-0.03941172,0
-0.039391800000000005,0
-0.03937188,0
-0.039351960000000005,0
-0.03933204,0
-0.039312120000000006,0
-0.0392922,0
-0.03927228000000001,0
-0.03925236,0
-0.03923244,0
-0.03921252,0
-0.039192599999999994,0
-0.03917268,0
-0.039152759999999995,0
-0.03913284,0
-0.039112919999999995,0
-0.039093,0
-0.039073079999999996,0
-0.03905316,0
-0.03903324,0
-0.039013320000000004,0
-0.0389934,0
-0.038973480000000005,0
-0.03895356,0
-0.038933640000000005,0
-0.03891372,0
-0.038893800000000006,0
-0.03887388,0
-0.03885396000000001,0
-0.03883404,0
-0.038814119999999994,0
-0.0387942,0
-0.038774279999999994,0
-0.03875436,0
-0.038734439999999995,0
-0.03871452,0
-0.038694599999999996,0
-0.03867468,0
-0.038654759999999996,0
-0.038634840000000004,0
-0.03861492,0
-0.038595000000000004,0
-0.03857508,0
-0.038555160000000005,0
-0.03853524,0
-0.038515320000000006,0
-0.0384954,0
-0.038475480000000006,0
-0.03845556,0
-0.03843564000000001,0
-0.03841572,0
-0.038395799999999994,0
-0.03837588,0
-0.038355959999999995,0
-0.03833604,0
-0.038316119999999995,0
-0.0382962,0
-0.038276279999999996,0
-0.03825636,0
-0.03823644,0
-0.038216520000000004,0
-0.0381966,0
-0.038176680000000005,0
-0.03815676,0
-0.038136840000000005,0
-0.03811692,0
-0.038097000000000006,0
-0.03807708,0
-0.03805716000000001,0
-0.03803724,0
-0.03801732000000001,0
-0.0379974,0
-0.037977479999999994,0
-0.03795756,0
-0.037937639999999995,0
-0.03791772,0
-0.037897799999999995,0
-0.03787788,0
-0.037857959999999996,0
-0.03783804,0
-0.03781812,0
-0.037798200000000004,0
-0.03777828,0
-0.037758360000000005,0
-0.03773844,0
-0.037718520000000005,0
-0.0376986,0
-0.037678680000000006,0
-0.03765876,0
-0.03763884000000001,0
-0.03761892,0
-0.037599,0
-0.03757908,0
-0.037559159999999994,0
-0.03753924,0
-0.037519319999999995,0
-0.0374994,0
-0.037479479999999996,0
-0.03745956,0
-0.037439639999999996,0
-0.037419720000000004,0
-0.0373998,0
-0.037379880000000004,0
-0.03735996,0
-0.037340040000000005,0
-0.03732012,0
-0.037300200000000006,0
-0.03728028,0
-0.037260360000000006,0
-0.03724044,0
-0.03722052000000001,0
-0.0372006,0
-0.037180679999999994,0
-0.03716076,0
-0.037140839999999994,0
-0.03712092,0
-0.037100999999999995,0
-0.03708108,0
-0.037061159999999996,0
-0.03704124,0
-0.037021319999999996,0
-0.037001400000000004,0
-0.03698148,0
-0.036961560000000004,0
-0.03694164,0
-0.036921720000000005,0
-0.0369018,0
-0.036881880000000006,0
-0.03686196,0
-0.036842040000000006,0
-0.03682212,0
-0.03680220000000001,0
-0.03678228,0
-0.036762359999999994,0
-0.03674244,0
-0.036722519999999995,0
-0.0367026,0
-0.036682679999999995,0
-0.03666276,0
-0.036642839999999996,0
-0.03662292,0
-0.036603,0
-0.036583080000000004,0
-0.03656316,0
-0.036543240000000005,0
-0.03652332,0
-0.036503400000000005,0
-0.03648348,0
-0.036463560000000006,0
-0.03644364,0
-0.03642372000000001,0
-0.0364038,0
-0.03638388000000001,0
-0.03636396,0
-0.036344039999999994,0
-0.03632412,0
-0.036304199999999995,0
-0.03628428,0
-0.036264359999999995,0
-0.03624444,0
-0.036224519999999996,0
-0.0362046,0
-0.03618468,0
-0.036164760000000004,0
-0.03614484,0
-0.036124920000000005,0
-0.036105,0
-0.036085080000000005,0
-0.03606516,0
-0.036045240000000006,0
-0.03602532,0
-0.03600540000000001,0
-0.03598548,0
-0.03596556,0
-0.03594564,0
-0.035925719999999994,0
-0.0359058,0
-0.035885879999999995,0
-0.03586596,0
-0.035846039999999996,0
-0.03582612,0
-0.035806199999999996,0
-0.035786280000000004,0
-0.03576636,0
-0.035746440000000004,0
-0.03572652,0
-0.035706600000000005,0
-0.03568668,0
-0.035666760000000006,0
-0.03564684,0
-0.035626920000000006,0
-0.035607,0
-0.03558708000000001,0
-0.03556716,0
-0.03554724,0
-0.03552732,0
-0.035507399999999995,0
-0.03548748,0
-0.035467559999999995,0
-0.03544764,0
-0.035427719999999996,0
-0.0354078,0
-0.03538788,0
-0.035367960000000004,0
-0.03534804,0
-0.035328120000000005,0
-0.0353082,0
-0.035288280000000005,0
-0.03526836,0
-0.035248440000000006,0
-0.03522852,0
-0.03520860000000001,0
-0.03518868,0
-0.03516876000000001,0
-0.03514884,0
-0.035128919999999994,0
-0.035109,0
-0.035089079999999995,0
-0.03506916,0
-0.035049239999999995,0
-0.03502932,0
-0.035009399999999996,0
-0.03498948,0
-0.03496956,0
-0.034949640000000004,0
-0.03492972,0
-0.034909800000000005,0
-0.03488988,0
-0.034869960000000005,0
-0.03485004,0
-0.034830120000000006,0
-0.0348102,0
-0.03479028000000001,0
-0.03477036,0
-0.03475044,0
-0.03473052,0
-0.034710599999999994,0
-0.03469068,0
-0.034670759999999995,0
-0.03465084,0
-0.034630919999999996,0
-0.034611,0
-0.034591079999999996,0
-0.034571160000000004,0
-0.03455124,0
-0.034531320000000004,0
-0.0345114,0
-0.034491480000000005,0
-0.03447156,0
-0.034451640000000006,0
-0.03443172,0
-0.034411800000000006,0
-0.03439188,0
-0.03437196000000001,0
-0.03435204,0
-0.03433212,0
-0.0343122,0
-0.034292279999999994,0
-0.03427236,0
-0.034252439999999995,0
-0.03423252,0
-0.034212599999999996,0
-0.03419268,0
-0.034172759999999996,0
-0.034152840000000004,0
-0.03413292,0
-0.034113000000000004,0
-0.03409308,0
-0.034073160000000005,0
-0.03405324,0
-0.034033320000000006,0
-0.0340134,0
-0.033993480000000006,0
-0.03397356,0
-0.03395364000000001,0
-0.03393372,0
-0.0339138,0
-0.03389388,0
-0.033873959999999995,0
-0.03385404,0
-0.033834119999999995,0
-0.0338142,0
-0.033794279999999996,0
-0.03377436,0
-0.03375444,0
-0.033734520000000004,0
-0.0337146,0
-0.033694680000000005,0
-0.03367476,0
-0.033654840000000005,0
-0.03363492,0
-0.033615000000000006,0
-0.03359508,0
-0.03357516000000001,0
-0.03355524,0
-0.03353532000000001,0
-0.0335154,0
