amplitude,mcmc_samples
-0.0763809,0
-0.07634269999999999,0
-0.0763045,0
-0.0762663,0
-0.0762281,0
-0.0761899,0
-0.07615169999999999,0
-0.0761135,0
-0.07607529999999998,0
-0.0760371,0
-0.07599890000000001,0
-0.07596069999999999,0
-0.0759225,0
-0.07588429999999999,0
-0.0758461,0
-0.07580789999999998,0
-0.0757697,0
-0.07573150000000001,0
-0.07569329999999999,0
-0.0756551,0
-0.07561689999999999,0
-0.0755787,0
-0.0755405,0
-0.0755023,0
-0.0754641,0
-0.07542589999999999,0
-0.0753877,0
-0.07534949999999999,0
-0.0753113,0
-0.0752731,0
-0.0752349,0
-0.0751967,0
-0.07515849999999999,0
-0.0751203,0
-0.07508209999999998,0
-0.0750439,0
-0.07500570000000001,0
-0.07496749999999999,0
-0.0749293,0
-0.07489109999999999,0
-0.0748529,0
-0.07481469999999998,0
-0.0747765,0
-0.07473830000000001,0
-0.07470009999999999,0
-0.0746619,0
-0.07462369999999999,0
-0.0745855,0
-0.07454729999999998,0
-0.0745091,0
-0.0744709,0
-0.07443269999999999,0
-0.0743945,0
-0.07435629999999999,0
-0.0743181,0
-0.0742799,0
-0.0742417,0
-0.0742035,0
-0.07416529999999999,0
-0.0741271,0
-0.07408889999999999,0
-0.0740507,0
-0.0740125,0
-0.07397429999999999,0
-0.0739361,0
-0.07389789999999999,0
-0.0738597,0
-0.07382149999999998,0
-0.0737833,0
-0.07374510000000001,0
-0.07370689999999999,0
-0.0736687,0
-0.07363049999999999,0
-0.0735923,0
-0.07355409999999998,0
-0.0735159,0
-0.0734777,0
-0.07343949999999999,0
-0.0734013,0
-0.07336309999999999,0
-0.0733249,0
-0.0732867,0
-0.0732485,0
-0.0732103,0
-0.07317209999999999,0
-0.0731339,0
-0.07309569999999999,0
-0.0730575,0
-0.0730193,0
-0.0729811,0
-0.0729429,0
-0.07290469999999999,0
-0.0728665,0
-0.07282829999999998,0
-0.0727901,0
-0.07275190000000001,0
-0.07271369999999999,0
-0.0726755,0
-0.07263729999999999,0
-0.0725991,0
-0.07256089999999998,0
-0.0725227,0
-0.07248450000000001,0
-0.07244629999999999,0
-0.0724081,0
-0.07236989999999999,0
-0.0723317,0
-0.07229349999999998,0
-0.0722553,0
-0.0722171,0
-0.07217889999999999,0
-0.0721407,0
-0.07210249999999999,0
-0.0720643,0
-0.0720261,0
-0.0719879,0
-0.0719497,0
-0.07191149999999999,0
-0.0718733,0
-0.07183509999999999,0
-0.0717969,0
-0.07175870000000001,0
-0.07172049999999999,0
-0.0716823,0
-0.07164409999999999,0
-0.0716059,0
-0.07156769999999998,0
-0.0715295,0
-0.07149130000000001,0
-0.07145309999999999,0
-0.0714149,0
-0.07137669999999999,0
-0.0713385,0
-0.07130029999999998,0
-0.0712621,0
-0.0712239,0
-0.07118569999999999,0
-0.0711475,0
-0.07110929999999999,0
-0.0710711,0
-0.0710329,0
-0.0709947,0
-0.0709565,0
-0.07091829999999999,0
