amplitude,mcmc_samples
-0.04190952,0
-0.04188856,0
-0.0418676,0
-0.04184664,0
-0.04182568,0
-0.04180472,0
-0.041783759999999996,0
-0.041762799999999996,0
-0.04174184,0
-0.04172088,0
-0.04169992,0
-0.04167896,0
-0.041658,0
-0.04163704,0
-0.04161608,0
-0.04159512,0
-0.04157416,0
-0.0415532,0
-0.04153224,0
-0.04151128,0
-0.04149032,0
-0.04146936,0
-0.041448399999999996,0
-0.041427439999999996,0
-0.041406479999999996,0
-0.04138552,0
-0.04136456,0
-0.0413436,0
-0.04132264,0
-0.04130168,0
-0.04128072,0
-0.04125976,0
-0.0412388,0
-0.04121784,0
-0.04119688,0
-0.04117592,0
-0.04115496,0
-0.041134,0
-0.04111304,0
-0.041092079999999996,0
-0.041071119999999996,0
-0.04105016,0
-0.0410292,0
-0.04100824,0
-0.04098728,0
-0.04096632,0
-0.04094536,0
-0.0409244,0
-0.04090344,0
-0.04088248,0
-0.04086152,0
-0.04084056,0
-0.0408196,0
-0.04079864,0
-0.04077768,0
-0.040756719999999996,0
-0.040735759999999996,0
-0.040714799999999995,0
-0.04069384,0
-0.04067288,0
-0.04065192,0
-0.04063096,0
-0.04061,0
-0.04058904,0
-0.04056808,0
-0.04054712,0
-0.04052616,0
-0.0405052,0
-0.04048424,0
-0.04046328,0
-0.04044232,0
-0.040421359999999996,0
-0.040400399999999996,0
-0.04037944,0
-0.04035848,0
-0.04033752,0
-0.04031656,0
-0.0402956,0
-0.04027464,0
-0.04025368,0
-0.04023272,0
-0.04021176,0
-0.0401908,0
-0.04016984,0
-0.04014888,0
-0.04012792,0
-0.04010696,0
-0.040086,0
-0.040065039999999996,0
-0.040044079999999996,0
-0.04002312,0
-0.04000216,0
-0.0399812,0
-0.03996024,0
-0.03993928,0
-0.03991832,0
-0.03989736,0
-0.0398764,0
-0.03985544,0
-0.03983448,0
-0.03981352,0
-0.03979256,0
-0.0397716,0
-0.03975064,0
-0.039729679999999996,0
-0.039708719999999996,0
-0.039687759999999996,0
-0.0396668,0
-0.03964584,0
-0.03962488,0
-0.03960392,0
-0.03958296,0
-0.039562,0
-0.03954104,0
-0.03952008,0
-0.03949912,0
-0.03947816,0
-0.0394572,0
-0.03943624,0
-0.03941528,0
-0.03939432,0
-0.039373359999999996,0
-0.039352399999999996,0
-0.03933144,0
-0.03931048,0
-0.03928952,0
-0.03926856,0
-0.0392476,0
-0.03922664,0
-0.03920568,0
-0.03918472,0
-0.03916376,0
-0.0391428,0
-0.03912184,0
-0.03910088,0
-0.03907992,0
-0.03905896,0
-0.039037999999999996,0
-0.039017039999999996,0
-0.03899608,0
-0.03897512,0
-0.03895416,0
-0.0389332,0
-0.03891224,0
-0.03889128,0
-0.03887032,0
-0.03884936,0
-0.0388284,0
-0.03880744,0
-0.03878648,0
-0.03876552,0
-0.03874456,0
-0.0387236,0
-0.038702639999999996,0
-0.038681679999999996,0
-0.038660719999999996,0
-0.03863976,0
-0.0386188,0
-0.03859784,0
-0.03857688,0
-0.03855592,0
-0.03853496,0
-0.038514,0
-0.03849304,0
-0.03847208,0
-0.03845112,0
-0.03843016,0
-0.0384092,0
-0.03838824,0
-0.03836728,0
-0.038346319999999996,0
-0.038325359999999996,0
-0.0383044,0
-0.03828344,0
-0.03826248,0
-0.03824152,0
-0.03822056,0
-0.0381996,0
-0.03817864,0
-0.03815768,0
-0.03813672,0
-0.03811576,0
-0.0380948,0
-0.03807384,0
-0.03805288,0
-0.03803192,0
-0.038010959999999996,0
-0.037989999999999996,0
-0.03796904,0
-0.03794808,0
-0.03792712,0
-0.03790616,0
-0.0378852,0
-0.03786424,0
-0.03784328,0
-0.03782232,0
-0.03780136,0
-0.0377804,0
-0.03775944,0
-0.03773848,0
-0.03771752,0
-0.03769656,0
-0.0376756,0
-0.037654639999999996,0
-0.037633679999999996,0
-0.03761272,0
-0.03759176,0
-0.0375708,0
-0.03754984,0
-0.03752888,0
-0.03750792,0
-0.03748696,0
-0.037466,0
-0.03744504,0
-0.03742408,0
-0.03740312,0
-0.03738216,0
-0.0373612,0
-0.03734024,0
-0.037319279999999996,0
-0.037298319999999996,0
-0.03727736,0
-0.0372564,0
-0.03723544,0
-0.03721448,0
-0.03719352,0
-0.03717256,0
-0.0371516,0
-0.03713064,0
-0.03710968,0
-0.03708872,0
-0.03706776,0
-0.0370468,0
-0.03702584,0
-0.03700488,0
-0.036983919999999997,0
-0.036962959999999996,0
-0.036941999999999996,0
-0.03692104,0
-0.03690008,0
-0.03687912,0
-0.03685816,0
-0.0368372,0
-0.03681624,0
-0.03679528,0
-0.03677432,0
-0.03675336,0
-0.0367324,0
-0.03671144,0
-0.03669048,0
-0.03666952,0
-0.03664856,0
-0.036627599999999996,0
-0.03660664,0
-0.03658568,0
-0.03656472,0
-0.03654376,0
-0.0365228,0
-0.03650184,0
-0.03648088,0
-0.03645992,0
-0.03643896,0
-0.036418,0
-0.03639704,0
-0.03637608,0
-0.03635512,0
-0.03633416,0
-0.0363132,0
-0.036292239999999996,0
-0.036271279999999996,0
-0.036250319999999996,0
-0.03622936,0
-0.0362084,0
-0.03618744,0
-0.03616648,0
-0.03614552,0
-0.03612456,0
-0.0361036,0
-0.03608264,0
-0.03606168,0
-0.03604072,0
-0.03601976,0
-0.0359988,0
-0.03597784,0
-0.03595688,0
-0.035935919999999996,0
-0.03591496,0
-0.035894,0
-0.03587304,0
-0.03585208,0
-0.03583112,0
-0.03581016,0
-0.0357892,0
-0.03576824,0
-0.03574728,0
-0.03572632,0
-0.03570536,0
-0.0356844,0
